latitude,longitude,depth,d13C,dataset,datasetNam,Core,speciesNam,adjdepthme,age_calkaB,d18O,sitename
-27.770000000000000,-46.430000000000000,1796.000000000000000,1.200000000000000,"1",P14,KNR159-MC130A,"Cib spp, cib",nan,NaN,nan,NaN
-27.699999999999999,-46.520000000000003,1567.000000000000000,1.100000000000000,"1",P14,RC16-119,"Cib.w, wuellerstorfi, CW",nan,NaN,nan,NaN
-27.699999999999999,-46.500000000000000,1604.000000000000000,1.100000000000000,"1",P14,KNR159-MC15D,"Cib spp, cib",nan,NaN,nan,NaN
-27.559999999999999,-46.189999999999998,2082.000000000000000,1.200000000000000,"1",P14,KNR159-34JPC,"Cib spp, cib",nan,NaN,nan,NaN
-27.559999999999999,-46.180000000000000,2096.000000000000000,1.200000000000000,"1",P14,KNR159-MC32H,"Cib spp, cib",nan,NaN,nan,NaN
-27.489999999999998,-46.340000000000003,1823.000000000000000,1.000000000000000,"1",P14,KNR159-MC75EF,"Cib spp, cib",nan,NaN,nan,NaN
-27.370000000000001,-46.840000000000003,790.000000000000000,1.500000000000000,"1",P14,KNR159-99GGC,"Cib spp, cib",nan,NaN,nan,NaN
-27.350000000000001,-46.630000000000003,1108.000000000000000,1.100000000000000,"1",P14,KNR159-105JPC,"Cib spp, cib",nan,NaN,nan,NaN
-27.270000000000000,-46.630000000000003,936.000000000000000,1.400000000000000,"1",P14,KNR159-38JPC,"Cib spp, cib",nan,NaN,nan,NaN
-27.250000000000000,-46.630000000000003,938.000000000000000,1.400000000000000,"1",P14,KNR159-37GGC,"Cib spp, cib",nan,NaN,nan,NaN
-27.250000000000000,-46.469999999999999,1253.000000000000000,1.100000000000000,"1",P14,KNR159-MC35E,"Cib spp, cib",nan,NaN,nan,NaN
-26.690000000000001,-46.340000000000003,462.000000000000000,1.600000000000000,"1",P14,KNR159-136GGC,"Cib spp, cib",nan,NaN,nan,NaN
-26.480000000000000,-45.930000000000000,630.000000000000000,1.600000000000000,"1",P14,KNR159-10GGC,"Cib spp, cib",nan,NaN,nan,NaN
-25.500000000000000,11.300000000000001,4194.000000000000000,0.340000000000000,"1",P14,RC13-229,"Cib spp, cib",nan,NaN,nan,NaN
-25.250000000000000,12.020000000000000,3506.000000000000000,0.690000000000000,"1",P14,GeoB3722-2,"Cib spp, cib",nan,NaN,nan,NaN
-24.180000000000000,-12.020000000000000,3486.000000000000000,0.980000000000000,"1",P14,GeoB5121-2,"Cib spp, cib",nan,NaN,nan,NaN
-24.140000000000001,-14.039999999999999,3291.000000000000000,1.030000000000000,"1",P14,GeoB5115-2,"Cib spp, cib",nan,NaN,nan,NaN
-23.320000000000000,12.380000000000001,1967.000000000000000,0.640000000000000,"1",P14,GeoB1711-4,"Cib spp, cib",nan,NaN,nan,NaN
-22.910000000000000,6.030000000000000,2490.000000000000000,0.900000000000000,"1",P14,GeoB1032-2,"Cib spp, cib",nan,NaN,nan,NaN
-22.520000000000000,-39.899999999999999,1890.000000000000000,1.200000000000000,"1",P14,CAM-61PC,"Cib spp, cib",nan,NaN,nan,NaN
-22.449999999999999,12.359999999999999,1683.000000000000000,0.220000000000000,"1",P14,IOW226920-3,"Cib spp, cib",nan,NaN,nan,NaN
-21.879999999999999,7.100000000000000,3105.000000000000000,0.760000000000000,"1",P14,GeoB1031-4,"Cib spp, cib",nan,NaN,nan,NaN
-20.399999999999999,11.619999999999999,965.000000000000000,0.550000000000000,"1",P14,V19-258,"Cib spp, cib",nan,NaN,nan,NaN
-20.100000000000001,9.190000000000000,2209.000000000000000,0.630000000000000,"1",P14,GeoB1028-5,"Cib spp, cib",nan,NaN,nan,NaN
-8.529999999999999,-34.020000000000003,2072.000000000000000,1.260000000000000,"1",P14,GeoB2204-2,"Cib spp, cib",nan,NaN,nan,NaN
-5.780000000000000,-10.750000000000000,3125.000000000000000,0.910000000000000,"1",P14,GeoB1112-4,"Cib spp, cib",nan,NaN,nan,NaN
-5.200000000000000,11.330000000000000,1000.000000000000000,-0.110000000000000,"1",P14,MG-237,"Cib spp, cib",nan,NaN,nan,NaN
-3.820000000000000,-14.900000000000000,3984.000000000000000,0.920000000000000,"1",P14,GeoB1117-2,unassigned,nan,NaN,nan,NaN
-3.670000000000000,-37.719999999999999,767.000000000000000,1.430000000000000,"1",P14,GeoB3104,"Cib spp, cib",nan,NaN,nan,NaN
-3.480000000000000,-7.600000000000000,4033.000000000000000,0.800000000000000,"1",P14,GeoB1041-3,"Cib spp, cib",nan,NaN,nan,NaN
-1.670000000000000,-12.430000000000000,3225.000000000000000,0.980000000000000,"1",P14,GeoB1105-4,"Cib spp, cib",nan,NaN,nan,NaN
-1.210000000000000,-11.960000000000001,3912.000000000000000,0.890000000000000,"1",P14,GIK16772,"Cib spp, cib",nan,NaN,nan,NaN
0.110000000000000,-23.230000000000000,3806.000000000000000,0.860000000000000,"1",P14,ODP664,"Cib spp, cib",nan,NaN,nan,NaN
1.660000000000000,-10.980000000000000,4588.000000000000000,0.920000000000000,"1",P14,GeoB1101-5,"Cib spp, cib",nan,NaN,nan,NaN
2.270000000000000,-33.020000000000003,3705.000000000000000,0.910000000000000,"1",P14,GeoB1505-1,"Cib spp, cib",nan,NaN,nan,NaN
2.460000000000000,-19.760000000000002,5105.000000000000000,0.850000000000000,"1",P14,EN066-29,"Cib spp, cib",nan,NaN,nan,NaN
2.470000000000000,-19.730000000000000,4998.000000000000000,0.890000000000000,"1",P14,EN066-32,"Cib spp, cib",nan,NaN,nan,NaN
3.020000000000000,-22.030000000000001,4504.000000000000000,0.740000000000000,"1",P14,GIK13521,"Cib spp, cib",nan,NaN,nan,NaN
3.090000000000000,-20.020000000000000,4745.000000000000000,0.840000000000000,"1",P14,EN066-26,"Cib spp, cib",nan,NaN,nan,NaN
3.520000000000000,5.570000000000000,1515.000000000000000,0.690000000000000,"1",P14,KW-31,"Cib spp, cib",nan,NaN,nan,NaN
3.720000000000000,-42.909999999999997,3598.000000000000000,1.260000000000000,"1",P14,ODP926,"Cib spp, cib",nan,NaN,nan,NaN
3.820000000000000,-41.619999999999997,3291.000000000000000,1.300000000000000,"1",P14,GeoB1523-1,"Cib spp, cib",nan,NaN,nan,NaN
4.200000000000000,-43.490000000000002,3040.000000000000000,1.430000000000000,"1",P14,ODP925,"Cib spp, cib",nan,NaN,nan,NaN
4.230000000000002,-21.629999999999999,3995.000000000000000,0.810000000000000,"1",P14,EN066-21,"Cib spp, cib",nan,NaN,nan,NaN
4.240000000000000,-43.670000000000002,3129.000000000000000,1.260000000000000,"1",P14,GeoB1515-1,"Cib spp, cib",nan,NaN,nan,NaN
4.310000000000000,-20.210000000000001,4095.000000000000000,0.710000000000000,"1",P14,EN066-36,"Cib spp, cib",nan,NaN,nan,NaN
4.380000000000000,-20.870000000000001,3083.000000000000000,1.080000000000000,"1",P14,CH71-07,"Cib spp, cib",nan,NaN,nan,NaN
4.590000000000000,-41.930000000000000,3911.000000000000000,0.660000000000000,"1",P14,GeoB1520-1,"Cib spp, cib",nan,NaN,nan,NaN
4.730000000000000,-20.940000000000001,2675.000000000000000,1.170000000000000,"1",P14,GIK16453-2,"Cib spp, cib",nan,NaN,nan,NaN
4.760000000000000,-43.310000000000002,3810.000000000000000,0.870000000000000,"1",P14,KNR110-91,"Cib spp, cib",nan,NaN,nan,NaN
4.810000000000000,3.400000000000000,2861.000000000000000,0.760000000000000,"1",P14,GIK16856-2,"Cib spp, cib",nan,NaN,nan,NaN
4.870000000000000,-43.210000000000001,3995.000000000000000,0.850000000000000,"1",P14,KNR110-50,"Cib spp, cib",nan,NaN,nan,NaN
4.920000000000000,-20.500000000000000,2931.000000000000000,1.110000000000000,"1",P14,EN066-38,"Cib spp, cib",nan,NaN,nan,NaN
5.260000000000000,-21.710000000000001,3428.000000000000000,1.050000000000000,"1",P14,EN066-44,"Cib spp, cib",nan,NaN,nan,NaN
5.270000000000000,-22.870000000000001,4160.000000000000000,0.700000000000000,"1",P14,GIK16455-1,"Cib spp, cib",nan,NaN,nan,NaN
5.310000000000000,-44.259999999999998,3288.000000000000000,0.900000000000000,"1",P14,EW9209-3JPC,"Cib spp, cib",nan,NaN,nan,NaN
5.330000000000000,-34.030000000000001,3682.000000000000000,0.770000000000000,"1",P14,GeoB1508-4,"Cib spp, cib",nan,NaN,nan,NaN
5.450000000000000,-21.140000000000001,3152.000000000000000,0.970000000000000,"1",P14,EN066-16,"Cib spp, cib",nan,NaN,nan,NaN
5.460000000000000,-44.479999999999997,3326.000000000000000,0.510000000000000,"1",P14,ODP927,"Cib spp, cib",nan,NaN,nan,NaN
5.460000000000000,-43.750000000000000,4012.000000000000000,1.160000000000000,"1",P14,ODP928,"Cib spp, cib",nan,NaN,nan,NaN
5.640000000000000,-44.469999999999999,3528.000000000000000,1.400000000000000,"1",P14,EW9209-2JPC,"Cib spp, cib",nan,NaN,nan,NaN
5.910000000000000,-44.200000000000003,4056.000000000000000,0.560000000000000,"1",P14,EW9209-1JPC,"Cib spp, cib",nan,NaN,nan,NaN
5.980000000000000,-43.740000000000002,4369.000000000000000,0.170000000000000,"1",P14,ODP929,"Cib spp, cib",nan,NaN,nan,NaN
6.130000000000000,-43.439999999999998,4503.000000000000000,0.640000000000000,"1",P14,GeoB4403-1,"Cib spp, cib",nan,NaN,nan,NaN
6.640000000000000,-21.899999999999999,3527.000000000000000,0.810000000000000,"1",P14,EN066-10,"Cib spp, cib",nan,NaN,nan,NaN
9.010000000000000,-21.500000000000000,4336.000000000000000,0.710000000000000,"1",P14,GIK16408,"Cib spp, cib",nan,NaN,nan,NaN
10.010000000000000,-56.009999999999998,3820.000000000000000,0.900000000000000,"1",P14,CH75-04,"Cib spp, cib",nan,NaN,nan,NaN
10.050000000000001,-57.530000000000001,3410.000000000000000,0.900000000000000,"1",P14,CH75-03,"Cib spp, cib",nan,NaN,nan,NaN
11.930000000000000,-78.680000000000007,1750.000000000000000,0.800000000000000,"1",P14,V28-122,"Cib spp, cib",nan,NaN,nan,NaN
12.020000000000000,-61.240000000000002,1295.000000000000000,0.900000000000000,"1",P14,M35003-1,"Cib spp, cib",nan,NaN,nan,NaN
12.090000000000000,-61.240000000000002,1299.000000000000000,1.020000000000000,"1",P14,M35003-4,"Cib spp, cib",nan,NaN,nan,NaN
13.830000000000000,-18.960000000000001,3728.000000000000000,0.750000000000000,"1",P14,V22-196,"Cib spp, cib",nan,NaN,nan,NaN
14.420000000000000,-20.539999999999999,4202.000000000000000,0.690000000000000,"1",P14,GIK16402,"Cib spp, cib",nan,NaN,nan,NaN
15.480000000000000,-17.359999999999999,945.000000000000000,0.750000000000000,"1",P14,GIK12345-5,"Cib spp, cib",nan,NaN,nan,NaN
15.830000000000000,-17.859999999999999,2576.000000000000000,0.650000000000000,"1",P14,GIK12347-1,"Cib spp, cib",nan,NaN,nan,NaN
16.520000000000000,-78.810000000000002,1750.000000000000000,1.000000000000000,"1",P14,KNR64-5,"Cib spp, cib",nan,NaN,nan,NaN
17.949999999999999,-21.050000000000001,3100.000000000000000,0.880000000000000,"1",P14,ALB-226,"Cib spp, cib",nan,NaN,nan,NaN
18.079999999999998,-21.030000000000001,3082.000000000000000,0.990000000000000,"1",P14,ODP659,"Cib spp, cib",nan,NaN,nan,NaN
20.750000000000000,-18.579999999999998,2274.000000000000000,0.780000000000000,"1",P14,ODP658,"Cib spp, cib",nan,NaN,nan,NaN
21.239999999999998,-18.059999999999999,1500.000000000000000,0.920000000000000,"1",P14,GIK16030,"Cib spp, cib",nan,NaN,nan,NaN
21.250000000000000,-17.800000000000001,812.000000000000000,1.000000000000000,"1",P14,GIK16017,"Cib spp, cib",nan,NaN,nan,NaN
21.300000000000001,-22.680000000000000,4579.000000000000000,0.590000000000000,"1",P14,V23-100,"Cib spp, cib",nan,NaN,nan,NaN
25.170000000000002,-16.850000000000001,2573.000000000000000,1.010000000000000,"1",P14,GIK12392-1,"Cib spp, cib",nan,NaN,nan,NaN
25.980000000000000,-78.180000000000007,654.000000000000000,1.300000000000000,"1",P14,OCE205-106GGC,"Cib spp, cib",nan,NaN,nan,NaN
25.980000000000000,-78.180000000000007,743.000000000000000,1.200000000000000,"1",P14,OCE205-108GGC,"Cib spp, cib",nan,NaN,nan,NaN
26.030000000000001,-77.879999999999995,1535.000000000000000,1.400000000000000,"1",P14,OCE205-117JPC,"Cib spp, cib",nan,NaN,nan,NaN
26.059999999999999,-78.030000000000001,1057.000000000000000,1.500000000000000,"1",P14,OCE205-100GGC,"Cib spp, cib",nan,NaN,nan,NaN
26.070000000000000,-78.069999999999993,965.000000000000000,1.420000000000000,"1",P14,OCE205-103GGC,"Cib spp, cib",nan,NaN,nan,NaN
26.140000000000001,-77.230000000000004,1320.000000000000000,1.200000000000000,"1",P14,OCE205-7JPC,"Cib spp, cib",nan,NaN,nan,NaN
26.219999999999999,-77.670000000000002,783.000000000000000,1.200000000000000,"1",P14,OCE205-33GGC,"Cib spp, cib",nan,NaN,nan,NaN
26.260000000000002,-77.670000000000002,423.000000000000000,1.700000000000000,"1",P14,OCE205-149JPC,"Cib spp, cib",nan,NaN,nan,NaN
26.840000000000000,-15.109999999999999,2820.000000000000000,1.100000000000000,"1",P14,GIK12309-2,"Cib spp, cib",nan,NaN,nan,NaN
26.940000000000001,-77.849999999999994,1183.000000000000000,1.300000000000000,"1",P14,OCE205-97JPC,"Cib spp, cib",nan,NaN,nan,NaN
28.030000000000001,-74.409999999999997,4712.000000000000000,1.200000000000000,"1",P14,KNR140-22JPC,"Cib spp, cib",nan,NaN,nan,NaN
28.890000000000001,-13.230000000000000,1358.000000000000000,1.040000000000000,"1",P14,GeoB4240,"Cib spp, cib",nan,NaN,nan,NaN
29.250000000000000,-11.500000000000000,796.000000000000000,1.200000000000000,"1",P14,GIK16006-1,"Cib spp, cib",nan,NaN,nan,NaN
30.020000000000000,-73.599999999999994,3978.000000000000000,1.000000000000000,"1",P14,KNR140-29GGC,"Cib spp, cib",nan,NaN,nan,NaN
30.100000000000001,-73.840000000000003,4211.000000000000000,0.400000000000000,"1",P14,KNR140-28GGC,"Cib spp, cib",nan,NaN,nan,NaN
30.430000000000000,-37.070000000000000,3375.000000000000000,1.150000000000000,"1",P14,T86-15P,"Cib spp, cib",nan,NaN,nan,NaN
30.730000000000000,-74.469999999999999,3433.000000000000000,0.500000000000000,"1",P14,KNR140-30GGC,"Cib spp, cib",nan,NaN,nan,NaN
30.800000000000001,-74.799999999999997,3615.000000000000000,0.300000000000000,"1",P14,KNR140-32GGC,"Cib spp, cib",nan,NaN,nan,NaN
31.359999999999999,-75.060000000000002,3007.000000000000000,1.100000000000000,"1",P14,KNR140-36JPC,"Cib spp, cib",nan,NaN,nan,NaN
31.670000000000002,-75.420000000000002,2975.000000000000000,1.400000000000000,"1",P14,KNR140-39GGC,"Cib spp, cib",nan,NaN,nan,NaN
31.680000000000000,-75.420000000000002,2972.000000000000000,0.900000000000000,"1",P14,KNR140-37JPC,"Cib spp, cib",nan,NaN,nan,NaN
32.020000000000003,-76.069999999999993,2590.000000000000000,1.100000000000000,"1",P14,KNR140-43GGC,"Cib spp, cib",nan,NaN,nan,NaN
32.380000000000003,-76.379999999999995,2243.000000000000000,1.000000000000000,"1",P14,KNR140-1JPC,"Cib spp, cib",nan,NaN,nan,NaN
32.500000000000000,-76.290000000000006,2155.000000000000000,1.000000000000000,"1",P14,KNR140-66GGC,"Cib spp, cib",nan,NaN,nan,NaN
32.750000000000000,-76.239999999999995,1903.000000000000000,0.500000000000000,"1",P14,KNR140-50GGC,"Cib spp, cib",nan,NaN,nan,NaN
32.780000000000001,-76.120000000000005,1790.000000000000000,0.900000000000000,"1",P14,KNR140-51GGC,"Cib spp, cib",nan,NaN,nan,NaN
32.930000000000000,-76.280000000000001,1495.000000000000000,0.800000000000000,"1",P14,KNR140-54GGC,"Cib spp, cib",nan,NaN,nan,NaN
32.930000000000000,-76.250000000000000,1605.000000000000000,1.100000000000000,"1",P14,KNR140-53GGC,"Cib spp, cib",nan,NaN,nan,NaN
32.939999999999998,-76.549999999999997,775.000000000000000,0.700000000000000,"1",P14,KNR140-68GGC,"Cib spp, cib",nan,NaN,nan,NaN
32.939999999999998,-76.299999999999997,1400.000000000000000,0.800000000000000,"1",P14,KNR140-56GGC,"Cib spp, cib",nan,NaN,nan,NaN
32.979999999999997,-76.319999999999993,1205.000000000000000,1.200000000000000,"1",P14,KNR140-59GGC,"Cib spp, cib",nan,NaN,nan,NaN
32.990000000000002,-76.409999999999997,900.000000000000000,1.000000000000000,"1",P14,KNR140-63JPC,"Cib spp, cib",nan,NaN,nan,NaN
33.000000000000000,-76.359999999999999,1005.000000000000000,1.200000000000000,"1",P14,KNR140-61GGC,"Cib spp, cib",nan,NaN,nan,NaN
33.670000000000002,-57.619999999999997,4450.000000000000000,0.300000000000000,"1",P14,EN120-1GGC,"Cib spp, cib",nan,NaN,nan,NaN
34.909999999999997,-7.580000000000000,1482.000000000000000,1.000000000000000,"1",P14,GIK15670-5,"Cib spp, cib",nan,NaN,nan,NaN
34.960000000000001,-7.120000000000000,803.000000000000000,1.270000000000000,"1",P14,GIK15666-6,"Cib spp, cib",nan,NaN,nan,NaN
35.649999999999999,-8.060000000000000,1765.000000000000000,1.210000000000000,"1",P14,GIK11944-2,"Cib spp, cib",nan,NaN,nan,NaN
37.640000000000001,-9.930000000000000,2200.000000000000000,0.780000000000000,"1",P14,PO200-10-8-2.97,"Cib spp, cib",nan,NaN,nan,NaN
38.240000000000002,-10.390000000000001,4602.000000000000000,0.690000000000000,"1",P14,MD03-2698,"Cib spp, cib",nan,NaN,nan,NaN
40.049999999999997,-32.000000000000000,2475.000000000000000,1.290000000000000,"1",P14,SU90-03,"Cib spp, cib",nan,NaN,nan,NaN
43.369999999999997,-28.230000000000000,2151.000000000000000,1.100000000000000,"1",P14,CHN82-15,"Cib spp, cib",nan,NaN,nan,NaN
43.469999999999999,-30.660000000000000,3070.000000000000000,1.050000000000000,"1",P14,CHN82-24,"Cib spp, cib",nan,NaN,nan,NaN
43.500000000000000,-29.870000000000001,3020.000000000000000,1.300000000000000,"1",P14,CHN825020,"Cib spp, cib",nan,NaN,nan,NaN
44.710000000000001,-24.530000000000001,3331.000000000000000,0.690000000000000,"1",P14,V29-179,"Cib spp, cib",nan,NaN,nan,NaN
49.880000000000003,-24.239999999999998,3883.000000000000000,0.840000000000000,"1",P14,IODP-U1308,"Cib spp, cib",nan,NaN,nan,NaN
50.689999999999998,-21.859999999999999,3547.000000000000000,1.020000000000000,"1",P14,BOFS5K,"Cib spp, cib",nan,NaN,nan,NaN
52.149999999999999,-12.770000000000000,749.000000000000000,0.990000000000000,"1",P14,GEOB6728-1_ISO,"Cib spp, cib",nan,NaN,nan,NaN
52.159999999999997,-12.750000000000000,900.000000000000000,0.990000000000000,"1",P14,GeoB6718-2,"Cib spp, cib",nan,NaN,nan,NaN
52.430000000000000,-16.670000000000002,3663.000000000000000,0.790000000000000,"1",P14,GIK17045,"Cib spp, cib",nan,NaN,nan,NaN
54.250000000000000,-16.829999999999998,2393.000000000000000,0.940000000000000,"1",P14,V23-81,"Cib spp, cib",nan,NaN,nan,NaN
54.630000000000003,-16.350000000000001,2209.000000000000000,0.880000000000000,"1",P14,CH73-139,"Cib spp, cib",nan,NaN,nan,NaN
54.960000000000001,-19.760000000000002,1491.000000000000000,1.270000000000000,"1",P14,GIK23419,"Cib spp, cib",nan,NaN,nan,NaN
55.000000000000000,-19.000000000000000,1326.000000000000000,1.320000000000000,"1",P14,V29-193,"Cib spp, cib",nan,NaN,nan,NaN
55.259999999999998,-26.730000000000000,3331.000000000000000,0.780000000000000,"1",P14,GIK17049-6,"Cib spp, cib",nan,NaN,nan,NaN
55.469999999999999,-27.890000000000001,2795.000000000000000,0.510000000000000,"1",P14,GIK17050-1,"Cib spp, cib",nan,NaN,nan,NaN
55.479999999999997,-14.680000000000000,2161.000000000000000,1.080000000000000,"1",P14,NA87-22,"Cib spp, cib",nan,NaN,nan,NaN
56.039999999999999,-23.219999999999999,2301.000000000000000,1.260000000000000,"1",P14,DSDP552,"Cib spp, cib",nan,NaN,nan,NaN
56.159999999999997,-31.989999999999998,2295.000000000000000,0.960000000000000,"1",P14,GIK17051,"Cib spp, cib",nan,NaN,nan,NaN
57.180000000000000,-20.870000000000001,2063.000000000000000,1.200000000000000,"1",P14,V28-73,"Cib spp, cib",nan,NaN,nan,NaN
57.509999999999998,-15.850000000000000,1134.000000000000000,0.960000000000000,"1",P14,ODP982,"Cib spp, cib",nan,NaN,nan,NaN
58.000000000000000,-16.500000000000000,1150.000000000000000,1.140000000000000,"1",P14,BOFS17K,"Cib spp, cib",nan,NaN,nan,NaN
58.729999999999997,-15.570000000000000,1139.000000000000000,1.100000000000000,"1",P14,V29-198,"Cib spp, cib",nan,NaN,nan,NaN
60.399999999999999,-23.640000000000001,1984.000000000000000,1.070000000000000,"1",P14,ODP983,"Cib spp, cib",nan,NaN,nan,NaN
61.000000000000000,-21.000000000000000,2658.000000000000000,1.050000000000000,"1",P14,V29-202,"Cib spp, cib",nan,NaN,nan,NaN
64.780000000000001,-29.570000000000000,1855.000000000000000,0.910000000000000,"1",P14,V28-14,"Cib spp, cib",nan,NaN,nan,NaN
-7.000000000000000,-9.970000000000001,3585.000000000000000,1.020000000000000,"2",Mix,rc24-20g,"Cib.w, wuellerstorfi, CW",0.000000000000000,NaN,2.590000000000000,NaN
-5.050000000000000,-10.180000000000000,3559.000000000000000,0.520000000000000,"2",Mix,rc24-17g,"Cib.w, wuellerstorfi, CW",0.000000000000000,NaN,2.600000000000000,NaN
5.350000000000000,-27.320000000000000,4245.000000000000000,0.900000000000000,"2",Mix,v30-36,"Cib.w, wuellerstorfi, CW",0.080000000000000,NaN,2.636666667000000,NaN
8.720000000000002,-41.250000000000000,3720.000000000000000,0.980000000000000,"2",Mix,v22-26,"Cib.w, wuellerstorfi, CW",0.000000000000000,NaN,2.910000000000000,NaN
14.920000000000000,-48.049999999999997,2845.000000000000000,0.920000000000000,"2",Mix,v23-23,"Cib.w, wuellerstorfi, CW",0.000000000000000,NaN,2.960000000000000,NaN
23.570000000000000,-20.070000000000000,3901.000000000000000,0.830000000000000,"2",Mix,v30-239,"Cib.w, wuellerstorfi, CW",0.100000000000000,NaN,2.835000000000000,NaN
